packet_size,inter_arrival_time,packet_rate,connection_duration,failed_logins,label
486,0.015,123,17,0,normal
521,0.033,139,17,0,normal
499,0.022,118,23,0,normal
1717,0.533,837,4,11,attack
549,0.037,119,23,0,normal
534,0.046,103,23,1,normal
540,0.037,134,22,0,normal
547,0.022,141,15,0,normal
485,0.013,134,17,0,normal
506,0.047,141,15,0,normal
1486,0.441,874,2,8,attack
506,0.035,141,23,0,normal
500,0.021,125,22,0,normal
1739,0.676,991,3,9,attack
1756,0.57,898,3,9,attack
525,0.031,109,16,0,normal
493,0.017,135,24,0,normal
536,0.027,147,24,0,normal
540,0.027,123,17,0,normal
525,0.029,112,18,0,normal
494,0.015,112,18,0,normal
508,0.035,113,18,0,normal
497,0.014,118,23,0,normal
539,0.01,112,17,0,normal
549,0.037,133,23,0,normal
514,0.032,135,24,0,normal
1530,0.695,804,2,13,attack
480,0.04,102,18,0,normal
480,0.031,113,24,0,normal
1706,0.506,899,4,9,attack
489,0.01,109,19,0,normal
493,0.047,104,18,0,normal
494,0.033,135,23,0,normal
509,0.04,107,18,0,normal
516,0.022,115,15,0,normal
492,0.022,149,24,0,normal
541,0.046,139,18,0,normal
512,0.014,106,22,0,normal
496,0.037,137,19,0,normal
487,0.031,106,17,0,normal
539,0.027,106,18,0,normal
528,0.013,136,20,0,normal
549,0.032,133,22,0,normal
547,0.043,130,23,0,normal
482,0.036,135,23,0,normal
514,0.011,148,18,0,normal
547,0.035,111,16,0,normal
518,0.04,119,24,0,normal
495,0.027,102,22,0,normal
537,0.033,127,20,0,normal
517,0.045,114,16,0,normal
1571,0.442,980,2,8,attack
1761,0.656,953,3,8,attack
1467,0.435,836,3,10,attack
549,0.048,114,19,0,normal
492,0.044,143,17,0,normal
1778,0.585,919,4,9,attack
507,0.027,141,23,0,normal
482,0.018,115,20,0,normal
524,0.029,123,17,0,normal
536,0.018,114,21,0,normal
1535,0.654,915,3,13,attack
1588,0.491,866,3,10,attack
1547,0.537,879,4,14,attack
508,0.046,118,19,0,normal
543,0.023,148,15,0,normal
497,0.014,124,21,0,normal
1761,0.562,939,3,8,attack
548,0.039,124,21,0,normal
518,0.022,117,19,0,normal
1740,0.673,982,1,7,attack
538,0.03,111,17,0,normal
537,0.039,109,24,0,normal
1787,0.642,896,3,14,attack
512,0.049,144,19,0,normal
502,0.035,127,16,0,normal
521,0.043,116,20,0,normal
484,0.02,117,22,0,normal
533,0.045,115,22,0,normal
495,0.05,129,22,0,normal
543,0.028,108,15,0,normal
539,0.012,120,18,0,normal
1716,0.421,952,1,13,attack
500,0.043,128,21,1,normal
539,0.05,102,18,0,normal
531,0.012,102,18,0,normal
520,0.05,129,24,0,normal
525,0.011,137,24,0,normal
545,0.03,112,21,0,normal
1647,0.631,903,1,8,attack
546,0.035,130,20,0,normal
543,0.027,120,19,0,normal
485,0.047,117,21,0,normal
533,0.033,114,20,0,normal
500,0.021,106,21,0,normal
536,0.015,115,18,0,normal
499,0.025,144,20,0,normal
513,0.015,102,24,0,normal
1648,0.7,802,2,9,attack
1600,0.609,856,4,13,attack
1610,0.575,817,3,5,attack
536,0.03,112,21,0,normal
504,0.035,149,15,0,normal
485,0.021,114,20,0,normal
485,0.041,121,20,0,normal
1591,0.662,823,2,9,attack
513,0.032,114,19,0,normal
494,0.045,112,22,0,normal
493,0.015,118,19,0,normal
511,0.015,106,24,0,normal
519,0.024,116,17,0,normal
525,0.019,142,15,0,normal
544,0.039,129,20,0,normal
535,0.011,124,17,0,normal
493,0.025,132,17,0,normal
549,0.045,133,16,0,normal
1689,0.604,878,4,7,attack
540,0.041,108,21,0,normal
496,0.011,115,21,0,normal
522,0.031,142,17,0,normal
542,0.013,138,23,0,normal
1506,0.63,879,2,14,attack
528,0.046,139,20,0,normal
543,0.031,146,15,0,normal
523,0.041,139,24,0,normal
548,0.025,108,19,0,normal
549,0.017,119,19,0,normal
520,0.014,138,15,0,normal
492,0.049,122,18,0,normal
525,0.031,124,18,0,normal
1795,0.476,892,4,11,attack
484,0.028,136,16,0,normal
497,0.029,135,20,0,normal
517,0.044,121,17,0,normal
502,0.049,115,19,0,normal
497,0.049,120,19,0,normal
487,0.033,121,23,1,normal
515,0.011,121,19,0,normal
509,0.037,149,16,0,normal
1415,0.598,962,3,9,attack
536,0.01,118,20,0,normal
480,0.016,112,15,0,normal
524,0.022,110,21,0,normal
549,0.033,145,24,1,normal
488,0.024,113,19,0,normal
514,0.015,107,19,0,normal
546,0.035,147,19,0,normal
532,0.019,145,15,0,normal
533,0.029,100,16,1,normal
1621,0.664,807,2,5,attack
541,0.037,116,17,0,normal
512,0.031,111,15,0,normal
492,0.04,137,24,0,normal
1754,0.646,801,1,11,attack
1553,0.647,965,2,13,attack
535,0.022,139,22,0,normal
534,0.021,115,16,0,normal
541,0.012,138,21,0,normal
1579,0.669,907,1,8,attack
537,0.042,110,16,0,normal
541,0.029,124,23,0,normal
503,0.014,127,15,0,normal
483,0.047,137,15,0,normal
500,0.035,140,22,0,normal
519,0.024,138,21,0,normal
1621,0.436,871,3,7,attack
497,0.031,120,22,0,normal
530,0.036,119,19,0,normal
533,0.048,129,23,0,normal
540,0.044,122,24,0,normal
498,0.042,115,22,0,normal
507,0.047,144,20,0,normal
487,0.035,112,20,0,normal
532,0.027,136,19,0,normal
486,0.021,138,21,0,normal
1405,0.451,818,2,10,attack
546,0.049,122,15,0,normal
1584,0.49,934,4,6,attack
1579,0.415,808,4,12,attack
489,0.011,130,19,0,normal
530,0.011,130,19,0,normal
529,0.02,109,17,0,normal
1773,0.673,861,1,13,attack
500,0.029,149,20,0,normal
483,0.032,100,21,0,normal
511,0.041,149,21,0,normal
544,0.021,146,24,0,normal
517,0.037,139,23,0,normal
1460,0.555,829,4,10,attack
493,0.034,101,23,0,normal
518,0.027,149,24,0,normal
1548,0.522,978,4,9,attack
549,0.03,106,20,0,normal
1738,0.578,977,1,9,attack
481,0.043,143,15,0,normal
513,0.016,122,16,0,normal
536,0.027,106,21,0,normal
1624,0.624,983,3,8,attack
531,0.038,122,16,0,normal
510,0.042,141,18,0,normal
1677,0.577,858,1,12,attack
544,0.041,122,24,0,normal
538,0.026,136,22,0,normal
513,0.031,124,18,0,normal
481,0.043,102,21,0,normal
534,0.043,127,18,0,normal
508,0.044,122,19,0,normal
503,0.033,134,17,0,normal
511,0.036,142,24,1,normal
1474,0.521,853,1,14,attack
494,0.038,101,15,0,normal
499,0.016,108,15,0,normal
487,0.01,128,22,0,normal
527,0.026,107,21,0,normal
498,0.025,126,20,0,normal
513,0.016,127,19,0,normal
1477,0.67,941,4,6,attack
508,0.011,131,17,0,normal
501,0.046,119,20,1,normal
548,0.037,137,23,0,normal
1475,0.668,911,4,14,attack
517,0.044,116,16,0,normal
1685,0.474,878,4,8,attack
547,0.042,108,16,0,normal
544,0.029,143,22,0,normal
1618,0.473,982,2,12,attack
1584,0.503,815,3,13,attack
542,0.032,129,24,0,normal
527,0.035,102,20,0,normal
1792,0.502,824,2,14,attack
491,0.022,100,20,0,normal
524,0.013,138,21,0,normal
1642,0.431,955,3,13,attack
543,0.026,132,18,0,normal
504,0.034,130,20,0,normal
497,0.017,126,17,0,normal
531,0.016,127,17,0,normal
508,0.038,123,17,0,normal
480,0.019,117,16,0,normal
491,0.028,133,19,0,normal
541,0.017,102,15,0,normal
534,0.03,144,17,0,normal
1693,0.521,881,3,13,attack
530,0.012,124,21,0,normal
524,0.047,100,23,0,normal
549,0.011,109,21,0,normal
533,0.024,124,19,0,normal
503,0.029,135,18,0,normal
492,0.03,130,20,0,normal
528,0.03,141,23,0,normal
492,0.04,122,23,0,normal
535,0.049,140,22,0,normal
1787,0.544,865,1,13,attack
1408,0.484,826,4,10,attack
537,0.035,124,22,0,normal
539,0.037,141,23,0,normal
495,0.017,138,24,0,normal
499,0.03,124,23,0,normal
494,0.039,128,21,0,normal
544,0.025,130,24,0,normal
516,0.035,123,15,0,normal
544,0.023,123,19,0,normal
485,0.025,118,21,0,normal
527,0.048,145,24,0,normal
495,0.026,115,21,0,normal
1587,0.482,899,4,13,attack
1441,0.635,941,3,6,attack
507,0.048,131,22,0,normal
546,0.022,105,23,0,normal
510,0.028,100,18,0,normal
539,0.047,140,17,0,normal
545,0.034,146,16,0,normal
1625,0.622,967,2,10,attack
547,0.036,102,23,0,normal
527,0.018,104,23,0,normal
1580,0.543,846,4,6,attack
1661,0.403,968,4,14,attack
493,0.04,106,22,0,normal
1637,0.514,922,2,8,attack
538,0.042,105,18,0,normal
499,0.04,134,24,0,normal
534,0.013,111,16,0,normal
506,0.033,105,20,0,normal
522,0.016,131,15,0,normal
531,0.048,147,17,0,normal
521,0.032,148,19,0,normal
517,0.042,122,21,0,normal
1494,0.409,897,4,7,attack
1555,0.466,844,4,9,attack
1735,0.573,817,3,14,attack
494,0.036,122,24,0,normal
508,0.024,139,21,0,normal
527,0.036,137,22,0,normal
496,0.043,107,17,0,normal
505,0.017,132,18,0,normal
484,0.047,146,21,0,normal
510,0.01,135,22,0,normal
544,0.044,134,24,0,normal
486,0.046,123,16,0,normal
491,0.024,101,20,1,normal
500,0.042,140,24,0,normal
504,0.019,129,17,0,normal
484,0.019,143,20,0,normal
515,0.017,114,18,0,normal
517,0.041,137,16,0,normal
543,0.011,103,23,1,normal
513,0.03,105,18,0,normal
521,0.045,140,21,1,normal
533,0.045,127,23,0,normal
533,0.014,147,15,0,normal
530,0.021,111,19,0,normal
1557,0.516,845,2,5,attack
547,0.036,134,16,0,normal
497,0.029,101,17,0,normal
1433,0.681,880,4,5,attack
523,0.03,118,15,0,normal
513,0.045,111,15,0,normal
485,0.021,144,21,0,normal
506,0.013,136,17,0,normal
531,0.012,124,24,0,normal
480,0.034,122,24,0,normal
1432,0.411,991,1,12,attack
523,0.028,138,24,0,normal
543,0.042,148,22,0,normal
1785,0.412,917,1,13,attack
1686,0.544,802,2,6,attack
491,0.03,127,16,0,normal
539,0.05,134,18,0,normal
515,0.03,136,20,0,normal
500,0.044,106,17,0,normal
522,0.033,134,24,0,normal
538,0.027,142,23,0,normal
527,0.013,119,24,0,normal
488,0.016,103,23,0,normal
545,0.023,106,18,0,normal
548,0.043,131,21,0,normal
1586,0.429,927,4,6,attack
1621,0.666,892,3,12,attack
512,0.022,114,20,0,normal
546,0.036,112,22,0,normal
520,0.05,131,24,0,normal
487,0.047,148,16,0,normal
523,0.05,105,21,0,normal
507,0.035,141,15,0,normal
1404,0.525,802,4,6,attack
498,0.035,121,18,0,normal
1470,0.545,908,1,9,attack
535,0.014,140,22,0,normal
504,0.016,143,15,0,normal
1565,0.533,820,4,14,attack
1468,0.497,851,2,6,attack
528,0.033,121,15,0,normal
1752,0.443,810,1,9,attack
494,0.047,103,18,0,normal
501,0.03,137,22,0,normal
487,0.017,123,20,0,normal
519,0.044,145,18,0,normal
547,0.016,145,16,0,normal
537,0.043,111,20,1,normal
1563,0.661,887,1,8,attack
1758,0.574,817,4,9,attack
1567,0.478,865,1,12,attack
524,0.033,143,24,0,normal
506,0.023,142,18,0,normal
514,0.045,147,17,0,normal
512,0.049,130,21,0,normal
1728,0.488,826,1,13,attack
500,0.022,146,20,0,normal
493,0.037,105,17,0,normal
530,0.015,138,16,0,normal
489,0.017,139,22,0,normal
481,0.048,119,15,0,normal
1466,0.685,995,2,8,attack
1562,0.446,920,1,7,attack
480,0.03,120,15,0,normal
519,0.016,135,20,0,normal
488,0.042,123,23,0,normal
524,0.041,135,20,0,normal
1669,0.696,808,2,9,attack
1789,0.431,923,4,11,attack
522,0.05,130,24,0,normal
512,0.042,130,18,0,normal
487,0.03,140,17,0,normal
1419,0.522,880,1,11,attack
528,0.012,122,15,0,normal
1670,0.578,962,3,9,attack
522,0.044,149,21,0,normal
1782,0.688,849,4,13,attack
1464,0.448,860,4,13,attack
499,0.018,135,18,0,normal
1599,0.49,983,1,12,attack
518,0.026,134,18,0,normal
1752,0.507,869,3,12,attack
505,0.041,100,21,0,normal
548,0.024,135,15,0,normal
530,0.037,105,21,0,normal
481,0.047,118,22,0,normal
1458,0.421,880,3,13,attack
521,0.04,134,21,0,normal
1635,0.432,897,1,12,attack
486,0.026,140,24,0,normal
490,0.036,129,21,0,normal
521,0.047,132,22,0,normal
480,0.041,149,21,0,normal
486,0.018,117,17,0,normal
1784,0.404,997,2,5,attack
522,0.023,136,22,0,normal
506,0.011,102,21,0,normal
539,0.047,137,24,0,normal
1524,0.679,979,3,5,attack
1793,0.641,941,2,13,attack
541,0.023,118,22,0,normal
1451,0.425,943,4,14,attack
506,0.023,145,24,0,normal
497,0.044,114,21,0,normal
499,0.044,120,23,0,normal
1702,0.534,887,3,8,attack
521,0.011,137,24,0,normal
484,0.047,101,16,0,normal
538,0.012,114,15,0,normal
546,0.047,104,15,0,normal
500,0.024,132,23,0,normal
491,0.039,134,15,0,normal
530,0.018,132,21,0,normal
1434,0.601,834,4,11,attack
541,0.033,129,15,0,normal
1523,0.507,824,1,14,attack
1773,0.589,837,4,13,attack
539,0.027,145,16,0,normal
526,0.044,123,17,0,normal
492,0.013,102,22,0,normal
502,0.016,103,24,0,normal
490,0.02,145,24,0,normal
1667,0.645,917,1,5,attack
497,0.045,124,18,0,normal
540,0.036,102,15,0,normal
1551,0.632,912,1,9,attack
491,0.039,106,18,0,normal
1496,0.553,981,1,8,attack
540,0.044,138,15,0,normal
508,0.011,124,22,0,normal
1538,0.54,966,4,13,attack
528,0.022,102,16,0,normal
534,0.043,121,18,0,normal
508,0.048,104,23,0,normal
524,0.016,106,15,0,normal
538,0.037,107,18,0,normal
516,0.05,123,16,0,normal
1531,0.542,897,1,14,attack
1616,0.545,851,2,6,attack
539,0.031,128,21,0,normal
1786,0.407,820,4,8,attack
487,0.022,148,22,0,normal
1742,0.515,976,3,13,attack
541,0.031,117,24,0,normal
1541,0.549,900,2,14,attack
503,0.044,139,21,0,normal
496,0.034,132,16,0,normal
518,0.017,100,21,0,normal
492,0.01,135,17,0,normal
503,0.023,117,18,0,normal
530,0.035,115,19,0,normal
534,0.049,115,23,0,normal
489,0.045,122,16,0,normal
1726,0.596,839,1,5,attack
1438,0.484,950,2,8,attack
522,0.044,114,23,0,normal
534,0.03,133,18,0,normal
549,0.034,145,19,0,normal
499,0.016,106,15,1,normal
515,0.023,141,23,0,normal
1617,0.569,821,4,14,attack
492,0.027,119,20,0,normal
1638,0.583,972,3,8,attack
506,0.016,118,24,0,normal
535,0.024,111,16,0,normal
521,0.024,140,19,0,normal
525,0.029,129,23,0,normal
525,0.047,135,16,0,normal
1502,0.416,915,3,8,attack
545,0.019,107,22,0,normal
484,0.019,125,19,0,normal
533,0.022,109,18,0,normal
1682,0.407,929,4,8,attack
526,0.014,111,19,0,normal
487,0.022,100,15,0,normal
1534,0.652,913,4,11,attack
510,0.048,110,22,0,normal
494,0.026,124,22,0,normal
491,0.02,115,18,0,normal
542,0.022,129,21,0,normal
500,0.033,141,21,0,normal
518,0.037,122,17,0,normal
1432,0.652,875,2,13,attack
542,0.015,122,19,0,normal
1759,0.594,857,3,6,attack
508,0.012,103,24,0,normal
484,0.018,108,22,0,normal
492,0.037,127,18,0,normal
492,0.022,138,16,0,normal
500,0.031,109,18,0,normal
529,0.038,107,19,0,normal
1679,0.438,834,2,14,attack
1600,0.425,956,1,6,attack
529,0.046,101,20,0,normal
491,0.028,137,22,0,normal
517,0.032,122,22,0,normal
487,0.016,143,21,0,normal
1798,0.684,947,1,9,attack
490,0.043,112,19,0,normal
536,0.012,104,16,0,normal
536,0.03,149,22,0,normal
523,0.022,140,18,0,normal
531,0.043,146,17,0,normal
512,0.021,127,16,0,normal
523,0.03,103,18,0,normal
496,0.033,133,17,0,normal
510,0.025,113,22,0,normal
1602,0.601,853,3,11,attack
534,0.048,103,22,0,normal
521,0.021,147,21,0,normal
538,0.04,133,21,1,normal
1708,0.554,844,2,8,attack
488,0.025,135,18,0,normal
504,0.033,124,16,0,normal
533,0.024,132,20,0,normal
1460,0.498,928,2,8,attack
1632,0.491,930,3,12,attack
548,0.041,111,19,0,normal
512,0.028,135,15,0,normal
536,0.017,114,24,0,normal
513,0.028,113,23,0,normal
1671,0.501,945,4,13,attack
1493,0.574,950,2,10,attack
521,0.036,143,17,0,normal
530,0.017,131,22,0,normal
541,0.029,116,15,0,normal
1681,0.614,943,1,13,attack
514,0.033,120,24,0,normal
521,0.02,111,17,0,normal
1466,0.489,959,4,9,attack
538,0.036,119,15,0,normal
506,0.039,134,22,0,normal
1548,0.678,921,4,10,attack
506,0.036,126,18,0,normal
1578,0.675,885,3,13,attack
503,0.035,137,20,0,normal
481,0.033,116,20,0,normal
542,0.044,123,18,0,normal
511,0.011,137,23,0,normal
491,0.05,109,23,0,normal
1695,0.657,805,4,13,attack
533,0.012,117,18,0,normal
523,0.027,104,20,0,normal
522,0.029,109,19,0,normal
482,0.025,130,22,1,normal
1552,0.506,938,1,12,attack
519,0.048,127,23,0,normal
516,0.048,105,15,0,normal
1545,0.467,804,2,6,attack
535,0.02,113,21,0,normal
542,0.039,146,16,0,normal
539,0.026,120,19,1,normal
1424,0.682,995,3,9,attack
1408,0.655,988,1,13,attack
1494,0.476,933,4,7,attack
536,0.037,141,21,0,normal
1401,0.575,848,4,8,attack
532,0.027,129,21,0,normal
488,0.032,146,17,0,normal
500,0.042,115,22,0,normal
1743,0.682,961,4,12,attack
529,0.048,123,15,0,normal
495,0.027,144,21,0,normal
539,0.049,105,24,0,normal
516,0.024,110,24,0,normal
523,0.05,100,18,0,normal
1427,0.599,817,4,6,attack
517,0.022,146,19,0,normal
480,0.023,140,23,0,normal
481,0.032,104,20,0,normal
1742,0.415,831,2,9,attack
514,0.015,135,16,0,normal
1783,0.548,855,3,12,attack
1788,0.448,951,3,10,attack
544,0.048,104,15,0,normal
497,0.029,115,19,0,normal
507,0.023,122,20,0,normal
507,0.019,123,16,0,normal
1608,0.663,910,4,7,attack
515,0.044,145,17,0,normal
541,0.039,100,19,0,normal
533,0.036,124,15,0,normal
499,0.013,103,15,0,normal
516,0.014,103,15,0,normal
526,0.039,116,15,0,normal
1423,0.619,879,4,5,attack
526,0.048,148,17,0,normal
484,0.023,143,23,0,normal
1755,0.577,848,1,14,attack
491,0.017,147,16,0,normal
1684,0.564,940,1,13,attack
517,0.03,105,16,0,normal
541,0.014,112,20,0,normal
482,0.025,100,17,0,normal
531,0.016,137,18,0,normal
1588,0.609,831,1,12,attack
540,0.029,109,22,0,normal
1684,0.549,870,2,13,attack
526,0.019,118,21,0,normal
503,0.049,136,21,0,normal
486,0.017,113,19,0,normal
547,0.028,145,17,0,normal
537,0.022,138,20,0,normal
1798,0.606,824,2,14,attack
518,0.038,121,18,0,normal
484,0.017,113,17,0,normal
1621,0.492,873,1,13,attack
1473,0.602,969,1,13,attack
527,0.018,114,22,0,normal
535,0.041,104,16,0,normal
498,0.024,146,15,0,normal
502,0.038,141,15,0,normal
527,0.026,130,18,0,normal
1609,0.46,956,1,6,attack
511,0.044,147,18,0,normal
544,0.018,116,17,0,normal
537,0.01,144,24,0,normal
526,0.047,114,24,0,normal
514,0.028,124,23,0,normal
530,0.048,102,17,0,normal
489,0.027,115,15,0,normal
525,0.017,122,16,0,normal
500,0.045,121,23,0,normal
520,0.037,113,22,0,normal
548,0.023,106,21,0,normal
483,0.019,146,22,0,normal
527,0.05,115,18,0,normal
493,0.029,126,15,0,normal
1453,0.607,954,1,8,attack
490,0.011,134,19,0,normal
489,0.049,113,24,0,normal
1506,0.698,950,4,8,attack
1735,0.638,907,4,5,attack
496,0.037,124,21,0,normal
538,0.042,148,18,0,normal
496,0.049,122,21,0,normal
1581,0.422,919,3,14,attack
529,0.015,119,23,0,normal
520,0.043,115,21,0,normal
533,0.026,102,24,0,normal
516,0.017,103,22,0,normal
506,0.011,114,20,0,normal
484,0.01,117,21,0,normal
486,0.013,120,24,0,normal
1582,0.479,866,4,11,attack
528,0.048,149,24,0,normal
526,0.023,146,24,0,normal
1504,0.559,827,1,14,attack
493,0.031,126,21,0,normal
541,0.042,114,20,0,normal
1462,0.423,946,3,8,attack
482,0.011,120,23,0,normal
525,0.048,145,15,0,normal
1406,0.434,829,3,6,attack
540,0.012,140,21,0,normal
1578,0.522,945,3,12,attack
1601,0.595,806,3,11,attack
505,0.02,131,22,1,normal
543,0.023,146,21,0,normal
492,0.028,114,21,1,normal
499,0.039,138,15,0,normal
525,0.039,141,15,0,normal
498,0.04,148,22,0,normal
490,0.024,124,22,0,normal
498,0.028,136,24,0,normal
490,0.03,144,17,0,normal
499,0.023,124,18,0,normal
1458,0.563,847,4,5,attack
1571,0.659,901,4,12,attack
531,0.031,102,20,0,normal
497,0.048,134,23,0,normal
1412,0.494,964,2,8,attack
528,0.021,103,17,0,normal
530,0.042,129,22,0,normal
524,0.03,147,20,0,normal
1663,0.471,823,1,9,attack
492,0.014,142,23,0,normal
1743,0.543,937,4,8,attack
500,0.026,144,23,0,normal
1491,0.403,994,1,12,attack
532,0.029,136,21,0,normal
537,0.023,109,24,0,normal
504,0.028,125,20,0,normal
482,0.047,143,20,0,normal
1661,0.421,801,3,12,attack
508,0.015,111,23,0,normal
514,0.016,101,21,0,normal
545,0.038,112,21,0,normal
522,0.016,131,22,0,normal
481,0.044,100,18,0,normal
527,0.048,129,15,0,normal
503,0.025,111,15,0,normal
508,0.045,148,20,0,normal
537,0.015,116,17,0,normal
1755,0.416,832,3,14,attack
1468,0.528,835,2,13,attack
489,0.039,147,21,0,normal
1436,0.561,957,2,12,attack
1764,0.665,841,3,8,attack
517,0.029,125,18,0,normal
1513,0.686,931,3,7,attack
516,0.031,136,20,0,normal
491,0.038,102,15,0,normal
500,0.04,145,17,1,normal
497,0.021,119,16,0,normal
515,0.043,109,21,1,normal
530,0.027,125,21,0,normal
507,0.036,124,24,0,normal
525,0.02,138,17,0,normal
495,0.05,111,19,0,normal
511,0.012,121,21,0,normal
481,0.014,112,23,0,normal
499,0.045,120,18,0,normal
519,0.03,116,22,0,normal
525,0.028,145,23,0,normal
509,0.025,120,15,0,normal
498,0.043,115,23,0,normal
547,0.029,148,22,0,normal
540,0.029,119,18,0,normal
1453,0.457,823,3,8,attack
503,0.043,135,24,0,normal
542,0.043,107,18,0,normal
1616,0.61,998,2,13,attack
492,0.024,117,15,0,normal
509,0.012,148,16,0,normal
481,0.029,137,19,0,normal
511,0.029,119,19,0,normal
495,0.021,113,17,0,normal
489,0.021,148,20,1,normal
540,0.03,141,22,0,normal
1687,0.504,995,4,5,attack
502,0.049,128,23,0,normal
522,0.027,118,20,0,normal
480,0.023,130,21,0,normal
1423,0.573,913,1,9,attack
505,0.033,135,15,1,normal
530,0.032,143,18,0,normal
1661,0.532,940,2,12,attack
491,0.042,111,19,0,normal
492,0.028,131,19,0,normal
501,0.045,130,15,0,normal
1529,0.66,994,4,7,attack
495,0.039,123,16,0,normal
511,0.037,122,19,0,normal
1602,0.464,912,2,12,attack
526,0.023,117,19,0,normal
1513,0.646,805,3,10,attack
486,0.015,133,16,0,normal
538,0.024,124,18,0,normal
534,0.03,129,19,0,normal
533,0.039,124,18,0,normal
544,0.023,126,24,0,normal
496,0.021,127,20,0,normal
1554,0.596,863,4,9,attack
500,0.046,136,21,0,normal
503,0.024,106,17,0,normal
492,0.026,139,20,0,normal
537,0.03,110,22,0,normal
538,0.04,101,19,0,normal
515,0.04,119,18,0,normal
527,0.036,101,15,0,normal
1570,0.562,804,2,8,attack
539,0.044,103,16,0,normal
1556,0.48,998,4,12,attack
505,0.029,127,21,0,normal
489,0.027,143,16,0,normal
498,0.011,112,19,0,normal
1714,0.443,913,2,6,attack
527,0.027,122,23,0,normal
533,0.05,101,23,0,normal
529,0.038,106,16,1,normal
513,0.026,146,24,1,normal
483,0.043,140,16,0,normal
1786,0.477,888,1,5,attack
516,0.04,130,18,0,normal
494,0.035,112,24,0,normal
507,0.038,108,22,0,normal
501,0.042,110,23,1,normal
1613,0.666,938,3,12,attack
499,0.017,102,16,0,normal
1502,0.551,911,3,12,attack
1484,0.653,864,4,13,attack
480,0.041,137,19,0,normal
487,0.018,133,15,0,normal
533,0.039,111,22,1,normal
531,0.045,149,24,0,normal
507,0.038,129,17,0,normal
500,0.027,123,23,0,normal
507,0.04,134,15,1,normal
483,0.024,128,20,0,normal
503,0.021,122,15,0,normal
531,0.046,120,22,0,normal
526,0.029,119,21,0,normal
1434,0.517,908,2,11,attack
537,0.04,144,21,0,normal
525,0.022,145,17,0,normal
532,0.038,105,15,0,normal
541,0.031,145,15,0,normal
485,0.04,110,18,1,normal
537,0.036,120,21,0,normal
507,0.041,116,19,0,normal
